archivo,title,description,summary,activity_code
"usos-de-la-biodiversidad-marina.md","Usos de la biodiversidad marina","Investigación de los diferentes usos que los seres humanos dan a la biodiversidad marina.","Investigar usos de la biodiversidad marina.","biodiversidad-B15"
"ecoturismo.md","Ecoturismo","Investiga dos ejemplos de ecoturismo que ayudan a proteger bosques y comunidades locales. Presenta tus hallazgos y crea un folleto de viaje.","Investigación y diseño de ecoturismo forestal.","bosques-B09"
"parcelas-de-vegetacion.md","Parcelas de Vegetación","Investiga una parcela de vegetación de 1m² en el bosque. Cuenta plantas, identifica especies y crea un dibujo a escala.","Muestreo científico de vegetación forestal.","bosques-A22"
"de-suelos-organicos.md","De Suelos Orgánicos","Investiga productos orgánicos y de comercio justo, y su impacto en el suelo.","Investigación de productos orgánicos y comercio justo.","suelos-D10"
"juega-por-la-alimentacion.md","¡Juega por la Alimentación!","Juega juegos de beneficencia en línea donde cada vez que ganas se dona dinero para personas que padecen hambre.","Juegos solidarios contra el hambre.","hambre-B05"
"jardin-de-lluvia.md","Jardín de Lluvia","Los participantes construyen un jardín de lluvia en su escuela o lugar de reunión para filtrar el agua de lluvia, reducir la escorrentía y mejorar el medio ambiente local.","Construye un jardín de lluvia.","agua-E41"
"agua-y-poblacion.md","Agua y Población","Los participantes investigan la relación entre el crecimiento de la población y la disponibilidad de agua, analizando datos y participando en una simulación sobre el consumo de agua.","Investiga la relación entre población y agua.","agua-D46"
"ideas-internacionales.md","Ideas internacionales","Intercambio cultural para conocer hábitos sostenibles de diferentes países y aprender unos de otros.","Intercambiar ideas sostenibles entre países.","cambioclimatico-D07"
"brujula-solar-sombra.md","Brújula solar - Método de la Sombra","Aprende a orientarte usando la sombra de un palo, descubriendo una técnica simple para encontrar los puntos cardinales sin brújula.","Encuentra los puntos cardinales con una sombra.","gosolar-A05"
"papel-reciclado.md","Papel reciclado","Compra y usa papel reciclado.","Uso de papel reciclado.","sacc-A22"
"que-ha-cambiado-agua.md","¿Qué Ha Cambiado?","Los participantes entrevistan a un familiar o miembro de la comunidad mayor para descubrir cómo han cambiado las fuentes y el uso del agua a lo largo del tiempo.","Entrevista a un mayor sobre el agua.","agua-D33"
"comunicate-rrd.md","Comunícate","Crea una propuesta para mejorar la RRD en tu comunidad y preséntala a las autoridades.","Propuesta comunitaria de RRD para autoridades.","rrd-D09"
"trabajo-voluntario.md","Trabajo Voluntario","Investiga organizaciones que trabajan contra el hambre en tu comunidad y trabaja como voluntario.","Voluntariado contra el hambre.","hambre-E08"
"inspeccion-en-la-cocina.md","Inspección en la cocina","Realiza una inspección en tu cocina y reemplaza elementos innecesarios.","Reducción de residuos en la cocina.","sacc-B09"
"guion-radiofonico.md","Guión radiofónico","Escritura de un guión radiofónico sobre biodiversidad y presentación a una estación de radio local.","Escribir un guión radiofónico sobre biodiversidad.","biodiversidad-D20"
"cuenca-en-las-estaciones.md","Cuenca en las estaciones","Visita estacional a una cuenca de agua para observar los cambios en la vida animal y vegetal a lo largo del año.","Observar cambios estacionales en una cuenca.","biodiversidad-B28"
"cambiando-con-el-clima-cambioclimatico.md","Cambiando con el clima cambioclimatico","Investigación sobre cómo el cambio climático afecta a diferentes tipos de bosques y cómo estos influyen en el clima.","Investigar impacto del clima en bosques.","cambioclimatico-C13"
"arte-futurista.md","Arte futurista","Actividad creativa para imaginar cómo será tu ciudad o pueblo dentro de 100 años afectado por el cambio climático.","Dibujar cómo será tu ciudad afectada por el cambio climático.","cambioclimatico-B03"
"jardineria-verde-suelos.md","Jardinería Verde - Suelos","Prepara un recipiente de compost y observa cómo mejora el suelo.","Compostaje y cuidado del suelo.","suelos-D05"
"manos-a-la-obra-petroleo.md","Manos a la Obra con el Petróleo","Los participantes experimentan los efectos del petróleo en el agua y en diferentes materiales, comprendiendo el impacto de los derrames de petróleo en el medio ambiente.","Experimenta los efectos del petróleo en el agua.","agua-C44"
"opiniones-sobre-el-intercambio-de-emisiones.md","Opiniones sobre el intercambio de emisiones","Investigación y debate sobre cómo funciona el intercambio de emisiones como solución para mitigar el cambio climático.","Debatir sobre el intercambio de emisiones.","cambioclimatico-D15"
"saca-el-bardo-que-hay-en-ti.md","Saca el Bardo que Hay en Ti","Crea una obra de teatro sobre una comunidad que enfrenta escasez de agua.","Obra de teatro sobre escasez de agua.","agua-C05"
"vegetacion-proteccion-agua.md","Vegetación y Protección del Agua","Los participantes realizan un experimento para comprobar cómo la vegetación ayuda a prevenir la erosión del suelo y la sedimentación en los cuerpos de agua.","Experimento sobre vegetación y erosión.","agua-D38"
"tarjetas-de-puntuacion.md","Tarjetas de puntuación para empaques","Crea un sistema de puntuación para evaluar qué tan ecológicos son los empaques de productos en tu supermercado local.","Evalúa la sostenibilidad de los empaques de productos.","plastics-A04"
"ceremonia-mejor-conservador-agua.md","Ceremonia del Mejor Conservador del Agua","Los participantes organizan una ceremonia simbólica para honrar a la naturaleza como la mejor conservadora del agua, reflexionando sobre la importancia de proteger nuestros recursos hídricos.","Ceremonia para honrar a la naturaleza.","agua-E36"
"aprende-a-comprar.md","Aprende a Comprar","Ayuda a tu familia con la compra eligiendo alimentos frescos, de temporada y sostenibles.","Compra sostenible y saludable.","nutricion-D03"
"energia-y-pobreza.md","Energía y pobreza","Tormenta de ideas sobre cómo la pobreza limita el acceso a la electricidad y cómo la electricidad puede ayudar a familias y comunidades a salir de la pobreza.","Conecta la energía con la lucha contra la pobreza.","energia-D12"
"dia-mundial-de-la-alimentacion.md","Día Mundial de la Alimentación","Organiza actividades para el Día Mundial de la Alimentación.","Celebración del Día Mundial de la Alimentación.","sacc-C21"
"papel-reciclado-casero.md","Papel reciclado casero","Aprende a hacer tu propio papel reciclado.","Fabricación de papel reciclado casero.","sacc-A24"
"concurso-de-preguntas-agua.md","Concurso de Preguntas","Prepara un concurso de preguntas sobre agua y saneamiento entre dos equipos.","Concurso sobre agua y saneamiento.","agua-D07"
"exploracion-en-la-copa-version-paseo.md","Exploración en la copa - versión paseo","Actividad obligatoria para explorar la biodiversidad aérea caminando por el vecindario con binoculares.","Explorar biodiversidad aérea en el vecindario.","biodiversidad-A02"
"desfile-de-modas-reciclada.md","Desfile de modas reciclada","Haz un desfile de modas con vestuario de materiales reciclados.","Desfile de moda con materiales reciclados.","sacc-A35"
"animal-favorito-rrd.md","Animal Favorito","Escribe una historia creativa sobre cómo tu animal favorito sobrevive a una amenaza natural.","Historia creativa sobre un animal y una amenaza.","rrd-B03"
"desastres-relacionados-con-el-clima.md","Desastres relacionados con el clima","Investiga desastres relacionados con el cambio climático y cómo afectan a las personas.","Desastres climáticos y su impacto.","sacc-B15"
"biodiversidad-y-cambio-climatico.md","Biodiversidad y cambio climático","Creación de un video o póster explicando cómo la biodiversidad ayuda a reducir los efectos del cambio climático.","Crear material sobre biodiversidad y cambio climático.","biodiversidad-A19"
"carrera-contra-el-hambre.md","Carrera Contra el Hambre","Organiza una versión local de la Carrera Contra el Hambre de la FAO cerca del Día Mundial de la Alimentación.","Carrera comunitaria contra el hambre.","hambre-E06"
"juego-de-biodiversidad.md","Juego de biodiversidad","Creación de un juego para aprender sobre la importancia de la biodiversidad.","Inventar un juego sobre biodiversidad.","biodiversidad-D16"
"pintando-el-panorama-general.md","Pintando el panorama general","Creación de dos pinturas: el mundo con polinizadores y el mundo sin ellos, para reflexionar sobre su importancia.","Pintar el mundo con y sin polinizadores.","polinizadores-C05"
"crea-un-rincon-de-los-nutrientes.md","Crea un Rincón de los Nutrientes","Crea un espacio educativo sobre nutrientes en tu escuela con pósteres y materiales informativos.","Rincón educativo sobre nutrientes.","nutricion-E01"
"siendo-buenos-para-el-bien-global.md","Siendo buenos para el bien global","Compromiso a largo plazo con acciones diarias para ayudar a los polinizadores y al planeta.","Comprometerse con acciones diarias por los polinizadores.","polinizadores-D03"
"las-capas-del-bosque.md","Las Capas del Bosque","Haz un dibujo de las capas de plantas y árboles de un bosque de tu área. Etiqueta las diferentes capas.","Dibujo de las capas del bosque.","bosques-A06"
"graficos-del-suelo.md","Gráficos del Suelo","Crea una tira cómica sobre un superhéroe que salva al suelo.","Tira cómica sobre protección del suelo.","suelos-C05"
"presentacion-combustibles-fosiles.md","Presentando los combustibles fósiles","Investiga un combustible fósil (carbón, petróleo, gas natural) y crea una presentación sobre sus ventajas, desventajas y uso mundial.","Explica los pros y contras de los combustibles fósiles.","energia-B07"
"alzar-el-vuelo.md","Alzar el Vuelo","Investiga una especie de ave forestal que migra a través de continentes. Compara su vida en diferentes bosques y comparte tus hallazgos.","Investigación sobre aves migratorias forestales.","bosques-A21"
"modelo-generacion-energia.md","Modelo de generación de energía","Investiga los tipos de energía que se usan en tu país, marca en un mapa las regiones y construye un modelo de una fuente de energía renovable.","Construye un modelo de energía renovable.","energia-B01"
"organiza-un-evento-de-narracion-de-historias.md","Organiza un Evento de Narración de Historias","Organiza un evento de narración de historias sobre comida y nutrición con mitos, leyendas y cuentos.","Evento de narración sobre comida.","nutricion-E04"
"guia-rapida-de-cocina-facil.md","Guía Rápida de Cocina Fácil","Investiga métodos y tiempos de cocción para diferentes alimentos nutritivos y crea una tabla guía.","Guía de tiempos de cocción de alimentos.","nutricion-C05"
"paisaje-local.md","Paisaje local","Investigación de los ecosistemas locales y los polinizadores que los habitan.","Investigar ecosistemas y polinizadores locales.","polinizadores-B05"
"hora-de-la-prueba-rrd.md","Hora de la Prueba","Prepara un concurso de preguntas sobre desastres y RRD entre dos equipos.","Concurso de preguntas sobre desastres y RRD.","rrd-B06"
"hornear-con-burbujas.md","Hornear con burbujas","Hornea algo que use levadura o bicarbonato para ver cómo las burbujas de CO₂ hacen que la masa suba.","Hornea y aprende sobre el CO₂.","energia-A12"
